id;entorno;nombre;etapa;tipo;area_responsable;descripcion;monto_contrato;comuna;barrio;direccion;lat;lng;fecha_inicio;fecha_fin_inicial;plazo_meses;porcentaje_avance;imagen_1;imagen_2;imagen_3;imagen_4;licitacion_oferta_empresa;licitacion_anio;contratacion_tipo;nro_contratacion;cuit_contratista;beneficiarios;mano_obra;compromiso;destacada;ba_elige;link_interno;pliego_descarga;expediente-numero;estudio_ambiental_descarga;financiamiento
809;Parque del Bajo;Parque del Bajo: playa de estacionamiento y regulación.;Finalizada;Espacio Público;Secretarí?a de Transporte y Obras Públicas;Se eliminarán los estacionamientos de autos y de colectivos en superficie y se construirá estacionamiento subterráneo de 2 niveles: Primer subsuelo:Playa de regulación. Apta para 46 colectivos, correspondientes a las lí?neas 74, 105, 146 y 159. El ingreso y la salida a esta playa de regulación es por la calle Perón ya que solo contará con una sola rampa exclusiva. Dentro de la playa, los colectivos bajarán a regular sin pasajeros. Esta actividad les llevarí?a, aproximadamente, entre 10 y 15 minutos. Segundo subsuelo: Estacionamiento para 309 vehí?culos oficiales de las dependencias y reparticiones de la administración pública nacional. Deben pertenecer al Poder Ejecutivo Nacional. El Ingreso y la salida es por Madero. Allí? tendrá dos rampas. Se estima que esté finalizado para mayo 2019.;466270740;1;San Nicolás;Madero, Eduardo Av. y Peron, Juan Domingo, Tte. General;-34,60517;-58,367929;15/12/2017;30/5/2019;17;100;https://cdn.buenosaires.gob.ar/datosabiertos/datasets/ba-obras/fotos/25103-1.jpg;https://cdn.buenosaires.gob.ar/datosabiertos/datasets/ba-obras/fotos/25103-2.jpg;https://cdn.buenosaires.gob.ar/datosabiertos/datasets/ba-obras/fotos/25103-3.jpg;;Constructora Sudamericana S.A.;2017;Licitación Pública;1355-SIGAF/2017,;30610895456;;;SI;;;https://www.buenosaires.gob.ar/baobras/parque-del-bajo-0;https://www.buenosaires.gov.ar/areas/planeamiento_obras/licitations/web/frontend_dev.php/licitation/index/id/302;;;
810;Puente Argerich;Puente Argerich;Finalizada;Transporte;Secretarí?a de Transporte y Obras Públicas;Creación de un nuevo cruce vehicular y peatonal sobre nivel;19306770;7;Flores;Argerich 101;-34,629686;-58,471813;8/1/2017;30/7/2018;18;100;https://cdn.buenosaires.gob.ar/datosabiertos/datasets/ba-obras/fotos/25104-1.jpg;https://cdn.buenosaires.gob.ar/datosabiertos/datasets/ba-obras/fotos/25104-2.jpg;https://cdn.buenosaires.gob.ar/datosabiertos/datasets/ba-obras/fotos/25104-3.jpg;https://cdn.buenosaires.gob.ar/datosabiertos/datasets/ba-obras/fotos/25104-4.jpg;ELEPRINT S.A. - EMPRESA CONSTRUCTORA ARGENTINA DE SERVICIOS S.A. - PUENTE LACARRA - UNION TRANSITORIA;2012;Licitación Pública;2012-01-0009-00;30715488449;;;;SI;;https://www.buenosaires.gob.ar/baobras/puente-argerich;https://www.ausa.com.ar/licitaciones-publicas-detalle/?l=39;;https://cdn2.buenosaires.gob.ar/baobras/apra/EX-1608170-2012.pdf;
811;Museos;Museo de Arte Moderno de Buenos Aires;Finalizada;Arquitectura;Secretarí?a de Transporte y Obras Públicas;El proyecto consiste en una actualización í?ntegra y reordenamiento de los espacios del Museo de Arte Moderno de Buenos Aires, comprendiendo dos edificios: el actual, donde funcionó en sus inicios la tabacalera Nobleza Piccardo - el continuo, perteneciendo anteriormente al museo del cine, cuya fachada fue reformada previo a esta obra. El MAMBA es considerado un museo lí?der de vanguardia en el mundo, el cual ofrece contenidos artí?sticos -exposiciones temporarias y de patrimonio, programas, publicaciones, ciclos de cine, música y teatro experimental- de primer nivel internacional.;46477147;1;San Telmo;Av. San Juan 350;-34,622097;-58,370716;23/8/2017;21/1/2019;17;100;https://cdn.buenosaires.gob.ar/datosabiertos/datasets/ba-obras/fotos/25105-1.jpg;https://cdn.buenosaires.gob.ar/datosabiertos/datasets/ba-obras/fotos/25105-2.jpg;https://cdn.buenosaires.gob.ar/datosabiertos/datasets/ba-obras/fotos/25105-3.jpg;https://cdn.buenosaires.gob.ar/datosabiertos/datasets/ba-obras/fotos/25105-4.jpg;ASHOKA CONSTRUCCIONES S.A;2017;Licitación Pública;846-SIGAF/2017;30710401914;;;;SI;;https://www.buenosaires.gob.ar/baobras/museos;https://www.buenosaires.gov.ar/areas/planeamiento_obras/licitations/web/frontend_dev.php/licitation/index/id/285;8.631.042-DGIGUB/2017;;
812;Sistema hidrometeorológico integral de Observación, Vigilancia y Alerta;Sistema hidrometeorológico integral de Observación, Vigilancia y Alerta;Finalizada;Hidráulica e Infraestructura;Secretarí?a de Transporte y Obras Públicas;Sistema hidrometeorológico integral de Observación, Vigilancia y Alerta que permite disponer de información confiable y precisa necesaria para aumentar la capacidad de predicción de mal tiempo en la Ciudad, advirtiendo sobre probables inundaciones y mejorando el manejo de situaciones de emergencia y recuperación.;116460262;15;Chacarita;Guzmán 201;-34,590027;-58,450485;31/10/2016;1/11/2019;37;100;https://cdn2.buenosaires.gob.ar/baobras/editadas1/mduyt_sat_sihvigila_foto1.png;;;;AUTOTROL SA - WDT INC;2014;;;30504913712;;20;SI;;;https://www.buenosaires.gob.ar/baobras/sistema-hidrometeorologico-integral-de-observacion-vigilancia-y-alerta-0;https://www.buenosaires.gov.ar/areas/planeamiento_obras/licitations/web/index.php/licitation/index/id/171;;;
813;Pasos Bajo Nivel;Paso Bajo Nivel Balbí?n: Aliviadores;Finalizada;Hidráulica e Infraestructura;Secretarí?a de Transporte y Obras Públicas;Se prevé una readecuación general del sistema hidráulico y la instalación de una estación de bombeo dotada de grupo electrógeno, que permitirá su funcionamiento ante cortes de energí?a eléctrica.;40600521;12;Saavedra;Balbí?n, Ricardo, Dr. Av. Y Plaza;-34,5549058;-58,48666325;12/1/2017;30/4/2018;15;100;https://cdn2.buenosaires.gob.ar/baobras/editadas1/mduyt_aliviadores_pbnbalbin_foto1.jpg;https://cdn2.buenosaires.gob.ar/baobras/editadas1/mduyt_aliviadores_pbnbalbin_foto2.jpg;;;ALTOTE - NAKU CONSTRUCCIONES (UTE);;;;;;;SI;;;https://www.buenosaires.gob.ar/baobras/pasos-bajo-nivel;;;;
814;Donado Holmberg;Ex Au 3: Soluciones Habitacionales IV;Finalizada;Arquitectura;Secretarí?a de Transporte y Obras Públicas;Obra en ejecución con 30 unidades funcionales (11 unidades de 3 ambientes, 19 unidades de 4 ambientes) y 3 locales comerciales en planta baja de 200m2 totales (superficie total cubierta 2.813 m2).;51377671;12;Villa Urquiza;Av Monroe 4243/75;-34,5689802;-58,4776984;26/6/2017;30/9/2018;15;100;https://cdn2.buenosaires.gob.ar/baobras/editadas1/mduyt_donadoholmberg_solucioneshabitacionalesIV_foto1.jpg;;;;Warlet S.A.;2017;Licitacion publica;267/SIGAF/2017;30700435853;;45;;;;https://www.buenosaires.gob.ar/baobras/Donado-Holmberg;https://www.buenosaires.gov.ar/areas/planeamiento_obras/licitations/web/uploads/ba5f908343d15e689577c0bb78d60d2c.pdf;;;
815;Donado Holmberg;Ex Au 3: Soluciones Habitacionales V;Finalizada;Arquitectura;Secretarí?a de Transporte y Obras Públicas;Construcción de un nuevo edificio, en el marco de la Ley 3.396, de aproximadamente 72 unidades funcionales para los beneficiarios de la ex au3. La unidad ejecutora está a cargo del relevamiento, diseño inicial y computo del proyecto, mientras que la licitación y ejecución de la obra estará a cargos de la DGOIyA (SSobras). El edificio estará ubicado en el sector 5 de la traza y poseerá una superficie aproximada de 8.100 m2. Las soluciones habitacionales se distribuyen de la siguiente manera: 51 de 4 ambientes y 21 de 3 ambientes. El edificio poseerá además en planta baja 4 locales comerciales.;134549451;12;Villa Urquiza;P. I. Rivera 4216/84;-34,567346;-58,479049;12/12/2017;15/5/2019;17;100;https://cdn2.buenosaires.gob.ar/baobras/editadas1/mduyt_donadoholmberg_solucioneshabitacionalesV_foto1.jpg;;;;INGECONS S.A.;2017;Licitación Pública;1222-SIGAF/2017;30683399333;;;;;;https://www.buenosaires.gob.ar/baobras/Donado-Holmberg;https://www.buenosaires.gov.ar/areas/planeamiento_obras/licitations/web/frontend_dev.php/licitation/index/id/293;15733812-MGEYA-DGOIYA-2017;;
816;Eje Cí?vico;Plaza de Mayo: Puesta en Valor;Finalizada;Espacio Público;Ministerio de Espacio Público e Higiene Urbana;El proyecto se realiza en el marco de las obras de puesta en valor del Eje Cí?vico, bajo la idea rectora de mantener los vestigios de la traza original. se amplí?an las superficies de reunión y de encuentro, reduciendo un carril vehicular en cada lateral e incorporándolo a la superficie total de la plaza, ensanchando las veredas peatonales e incorporando nuevos canteros arbolados. Se reemplaza la totalidad del solado existente, recuperando el tradicional color blanco de la plaza, y el proyecto paisají?stico general remodelando los parterres existentes. Asimismo se ejecutaron tareas de restauración y puesta a punto de las fuentes, conjuntos escultóricos e instalaciones en general, incorporando un sistema de riego automático.;43792575;1;San Nicolás;Balcarce, Av. Rivadavia, Bolí?var, Hipólito Yrigoyen;-34,608434;-58,37218;16/11/2017;16/2/2018;3;100;https://cdn2.buenosaires.gob.ar/baobras/editadas1/mayep_ejecivicopuestaenvalorplazademayo_foto1.jpg;https://cdn2.buenosaires.gob.ar/baobras/editadas1/mayep_ejecivicopuestaenvalorplazademayo_foto2.jpg;https://cdn2.buenosaires.gob.ar/baobras/editadas1/mayep_ejecivicopuestaenvalorplazademayo_foto3.jpg;https://cdn2.buenosaires.gob.ar/baobras/editadas1/mayep_ejecivicopuestaenvalorplazademayo_foto4.jpg;Urbaser Argentina S.A - Ceob Sa Ute;2017;;;30714682489;;;SI;;;https://www.buenosaires.gob.ar/baobras/eje-civico;https://buenosaires.gob.ar/areas/hacienda/compras/consulta/popup_detalle.php?tipo=licitacion&idlicitacion=133251;;;
817;Plazas y Parques de Comuna 11;Laterales ví?as del tren;Finalizada;Espacio Público;Ministerio de Espacio Público e Higiene Urbana;Se pondrá en valor los sectores laterales del tren que actualmente se encuentran muy degradados. Se va agregar nuevo mobiliario, iluminación y paisajismo. Esto va a revalorizar la zona y además servir de espacio verde para la sede de la Comuna 11 que se encuentra lindera a este sector.;8000000;11;Villa del Parque;Cuenca y Ricardo Gutierrez;-34,601634;-58,495342;1/10/2018;6/2/2019;4;100;https://cdn2.buenosaires.gob.ar/baobras/espaciosverdes/mayep_100logo_foto1.png;;;;PRISMA CONSTRUCTORA S.R.L.;2018;Licitación Privada;28/SIGAF/2018;30714290173;;;SI;;SI;https://www.buenosaires.gob.ar/baobras/plazas-y-parques-de-comuna-11;https://buenosaires.gob.ar/areas/hacienda/compras/backoffice/archivos/139278.pdf;21303614/DGEV/2018;;
818;Plazas y Parques de Comuna 14;Parque voley playa.;Finalizada;Espacio Público;Ministerio de Espacio Público e Higiene Urbana;Se creará una cancha de Voley con medidas profesionales en el sector del Velódromo dentro del Parque Tres de Febrero. Esta contará de gradas para el público, iluminación, bebederos, mobiliario y nuevos caminos de accesos a la zona.;10000000;14;Palermo;Av. Belisario Roldan y ví?as FF Mitre;-34,566371;-58,414951;1/10/2018;31/12/2018;2;100;https://cdn2.buenosaires.gob.ar/baobras/editadas1/mayep_comuna14_voleyplayarender_foto1.jpg;;;;CONSTRUCTORA SOLANA S.A.;2018;Licitación Pública;257/SIGAF/2018;30714318337;;;SI;;SI;https://www.buenosaires.gob.ar/baobras/plazas-y-parques-de-comuna-14;https://documentosboletinoficial.buenosaires.gob.ar/publico/20180829.pdf;9176047/DGEV/2018;;
819;Plazas y Parques de Comuna 15;Agronomí?a - Circuito Aeróbico;Finalizada;Espacio Público;Ministerio de Espacio Público e Higiene Urbana;Sobre la Av. Beiró se realizara un nuevo circuito en una zona que actualmente es muy usada por los vecinos y no se encuentra en condiciones. Se creará un nuevo solado con mobiliario a lo largo del recorrido. Además se agregará una estación de postas aeróbicas, iluminación y bebederos a lo largo de este.;3000000;15;Agronomí?a;Av. De los Constituyentes, Gutenberg, Beiró;-34,5959;-58,48185;1/11/2018;28/2/2019;3;100;https://cdn2.buenosaires.gob.ar/baobras/espaciosverdes/mayep_100logo_foto1.png;;;;INSTALECTRO S.A.;2018;Licitación Pública;259/SIGAF/2018;33661628729;;;SI;;SI;https://www.buenosaires.gob.ar/baobras/plazas-y-parques-de-comuna-15;https://documentosboletinoficial.buenosaires.gob.ar/publico/20180824.pdf;9102568/DGEV/2018;;
820;Plazas y Parques de Comuna 9;Parque Avellaneda: Nuevo circuito aeróbico;Finalizada;Espacio Público;Ministerio de Espacio Público e Higiene Urbana;Se creará un circuito aeróbico de 3 km de largo por el pedido de los vecinos del barrio. Este contará con dos estaciones de postas aeróbicas y una estación para adultos mayores. Se colocarán bebederos a lo largo del recorrido, mobiliario e iluminación para brindar seguridad a lo largo de todo el recorrido.;11000000;9;Parque Avellaneda;Av. Directorio y Lacarra;-34,645133;-58,478717;1/11/2018;28/2/2019;3;100;https://cdn2.buenosaires.gob.ar/baobras/espaciosverdes/mayep_100logo_foto1.png;;;;;2018;;;;;;SI;;SI;https://www.buenosaires.gob.ar/baobras/plazas-y-parques-de-comuna-9;https://www.buenosaires.gob.ar/areas/hacienda/compras/backoffice/archivos/138783.pdf;;;
821;Entorno Ciudad Universitaria;Vagón La Burgoise en FADU-UBA: Proyecto;Finalizada;Espacio Público;Ministerio de Espacio Público e Higiene Urbana;Entorno Urbano - Ciudad Universitaria;2185031;13;Belgrano;;-34,540727;-58,445239;6/3/2018;6/3/2018;0;100;https://cdn2.buenosaires.gob.ar/baobras/editadas1/mayep_renderciudaduniversitariavagonfadu_foto1.jpg;;;;Dagresa Vial Construcciones SRL;2018;;;33712269079;;;;;;https://www.buenosaires.gob.ar/baobras/entorno-ciudad-universitaria;https://cdn2.buenosaires.gob.ar/baobras/pliegos/PLIEG-2017-07628309-DGRU.pdf;;;
822;Entorno Microcentro;Calle Paraguay: Ampliación de aceras;Finalizada;Espacio Público;Ministerio de Espacio Público e Higiene Urbana;íÅreas Ambientales -Obra complementaria al Plan Microcentro;23936801;1;Retiro;;-34,597618;-58,377851;7/11/2016;2/6/2017;7;100;https://cdn2.buenosaires.gob.ar/baobras/genericas/generica_espaciopublico.png;;;;;2016;;;;;;SI;;;https://www.buenosaires.gob.ar/baobras/microcentro;https://cdn2.buenosaires.gob.ar/baobras/pliegos/PLIEG-2016-17955618-DGORU.pdf;;;
823;Entorno Microcentro;Ex Banco Argentino Uruguayo: Conservación de la fachada;Finalizada;Espacio Público;Ministerio de Espacio Público e Higiene Urbana;íÅreas Ambientales -Obra complemenmtaria al Plan Microcentro que pone en valor la fachada patrimonial;23551750;1;Montserrat;;-34,6076;-58,37377;1/6/2018;1/4/2019;10;100;https://cdn2.buenosaires.gob.ar/baobras/genericas/generica_espaciopublico.png;;;;Hit Construcciones S.A;2018;;;30709605158;;;SI;;;https://www.buenosaires.gob.ar/baobras/microcentro;https://docs.google.com/spreadsheets/d/1vbgaccQwyCP0qJbhKycY0CABqxFoyY6e4I9aOUzQXrU/edit#gid=1500547326;;;
824;Entorno Once;Plaza Miserere: Puestos gastronómicos;Finalizada;Espacio Público;Ministerio de Espacio Público e Higiene Urbana;íÅreas Ambientales -obra en el marco del Plan Integral Once, se reemplazan los puestos gastronómicos deteriorados por infraestructura con mayores condiciones de higiene.;2794380;3;Balvanera;CATAMARCA y RIVADAVIA AV.;-34,609804;-58,40702;1/3/2018;21/3/2018;0;100;https://cdn2.buenosaires.gob.ar/baobras/editadas1/mayep_dgru_puestosgastronomicos_miserere_foto1.jpg;;;;Estilo Quarzo S.R.L;2018;Licitación Privada;44/SIGAF/2017;30711780846;;;SI;;;https://www.buenosaires.gob.ar/baobras/entorno-once;https://cdn2.buenosaires.gob.ar/baobras/pliegos/PLIEG-2017-20701622-DGRU.pdf;15.262.709/DGRU/2017;;
825;Plan Tribunales;Plaza Lavalle: Puestos de libreros;Finalizada;Espacio Público;Ministerio de Espacio Público e Higiene Urbana;íÅreas Ambientales -Obra En El Marco Del Plan Integral Tribunales, se reemplazan los puestos de libreros por unidades con mayor calidad paisají?stica y funcional.;6260797;1;San Nicolás;;-34,602585;-58,384883;1/9/2018;31/12/2018;3;100;https://cdn2.buenosaires.gob.ar/baobras/editadas1/mayep_tribunales_librerosrender_foto1.jpg;;;;Estilo Quarzo S.R.L;2018;Licitación Pública;96/SIGAF/2018;30711780846;;;SI;;;https://www.buenosaires.gob.ar/baobras/plan-tribunales;https://cdn2.buenosaires.gob.ar/baobras/pliegos/PLIEG-2018-10733759-SSAGUEP.pdf;29.936.101/DGRU/2017;;
826;Entorno Liniers;Plan Liniers;Finalizada;Espacio Público;Ministerio de Espacio Público e Higiene Urbana;íÅreas Ambientales -Obra En El Marco Del Plan Integral Liniers;79421902;9;Liniers;;-34,640552;-58,527599;14/9/2018;14/5/2019;8;100;https://cdn2.buenosaires.gob.ar/baobras/editadas1/mayep_dgru_liniers_suarezconempedrado_foto1.jpg;;;;Miavasa S.A;2018;Licitación Pública;260/SIGAF/2018;30677303863;;;;;;https://www.buenosaires.gob.ar/baobras/entorno-liniers;https://cdn2.buenosaires.gob.ar/baobras/pliegos/PLIEG-2018-16642479-DGFEP.pdf;10643968/DGRU/2018;;
827;Entorno Constitución;Plan Constitución;Finalizada;Espacio Público;Ministerio de Espacio Público e Higiene Urbana;íÅreas Ambientales -Obra En El Marco Del Plan Integral Constitución;56525534;1;Constitución;;-34,627812;-58,382229;9/10/2018;9/8/2019;10;100;https://cdn2.buenosaires.gob.ar/baobras/genericas/generica_espaciopublico.png;;;;DA FRE OBRAS CIVILES S.A;2018;Licitacion Pí?blica;321/SIGAF/2018;30711388768;;;;;;https://www.buenosaires.gob.ar/baobras/entorno-constitucion;https://cdn2.buenosaires.gob.ar/baobras/pliegos/PLIEG-2018-17039254-SSAGUEP.pdf;18528975/MGEYA/2018;;
828;Hospital Gutiérrez;Entorno Hospital Gutierrez;Finalizada;Espacio Público;Ministerio de Espacio Público e Higiene Urbana;Entornos urbanos. El Proyecto Tiene Como Objetivo Mejorar Las Condiciones Del Espacio Público Que Conforma El Entorno Inmediato Al Hospital, mediante la ejecución de las veredas;13499518;2;Recoleta;Sanchez de Bustamante 1440;-34,594061;-58,412253;26/12/2018;15/8/2019;7;100;https://cdn2.buenosaires.gob.ar/baobras/editadas1/mayep_dgru_hospitalgutierrezrender_foto1.jpg;;;;DYSCONS S.A;2018;Licitacion Pí?blica;494/SIGAF/2018;30709502480;;;;;;https://www.buenosaires.gob.ar/baobras/hospital-gutierrez;https://documentosboletinoficial.buenosaires.gob.ar/publico/20181127.pdf;14987507/GEYA/018;;
829;Veredas de comuna 1;25 de Mayo: Reparación de veredas;Finalizada;Espacio Público;Ministerio de Espacio Público e Higiene Urbana;Obra compleja de 2 cuadras, entre Tucumán y Córdoba;4163470;1;San Nicolás;25 DE MAYO 601;-34,600644;-58,371249;21/10/2017;9/2/2018;4;100;https://cdn2.buenosaires.gob.ar/baobras/editadas1/mayep_comuna1_reparaciondeveredas25demayo_foto1.jpg;https://cdn2.buenosaires.gob.ar/baobras/editadas1/mayep_comuna1_reparaciondeveredas25demayo_foto2.jpg;https://cdn2.buenosaires.gob.ar/baobras/editadas1/mayep_comuna1_reparaciondeveredas25demayo_foto3.jpg;https://cdn2.buenosaires.gob.ar/baobras/editadas1/mayep_comuna1_reparaciondeveredas25demayo_foto4.jpg;Naku Construcciones S.R.L;2016;;;30575292174;;;;;;https://www.buenosaires.gob.ar/baobras/veredas-de-comuna-1;https://buenosaires.gob.ar/areas/hacienda/compras/consulta/popup_detalle.php?tipo=licitacion&idlicitacion=129244;;;
830;Veredas de comuna 5;Av. Boedo: Reparación de veredas;Finalizada;Espacio Público;Ministerio de Espacio Público e Higiene Urbana;Obra compleja de 3 cuadras, entre Juan de Garay y Constitución;12444131;5;Boedo;BOEDO AV. 1287;-34,628748;-58,415992;27/10/2017;26/2/2018;4;100;https://cdn2.buenosaires.gob.ar/baobras/editadas1/mayep_comuna5_reparaciondeveredasavboedo_foto1.jpg;https://cdn2.buenosaires.gob.ar/baobras/editadas1/mayep_comuna5_reparaciondeveredasavboedo_foto2.jpg;https://cdn2.buenosaires.gob.ar/baobras/editadas1/mayep_comuna5_reparaciondeveredasavboedo_foto3.jpg;https://cdn2.buenosaires.gob.ar/baobras/editadas1/mayep_comuna5_reparaciondeveredasavboedo_foto4.jpg;Altote S.A;2016;;;30707431896;;;;;;https://www.buenosaires.gob.ar/baobras/veredas-de-comuna-5;https://buenosaires.gob.ar/areas/hacienda/compras/consulta/popup_detalle.php?tipo=licitacion&idlicitacion=129244;;;
831;Veredas de comuna 1;Av. Bartolomé Mitre: Reparación de veredas;Finalizada;Espacio Público;Ministerio de Espacio Público e Higiene Urbana;Obra compleja de 3 cuadras,entre Diagonal Norte-C. Pellegrini;8186010;1;San Nicolás;MITRE, BARTOLOME 601;-34,606843;-58,375159;11/11/2017;31/1/2018;2;100;https://cdn2.buenosaires.gob.ar/baobras/veredas/ssvp_reparaciondeveredas_bartolomemitre_foto1.png;https://cdn2.buenosaires.gob.ar/baobras/veredas/ssvp_reparaciondeveredas_bartolomemitre_foto1.png;;;Altote S.A;2016;;;30707431896;;;;;;https://www.buenosaires.gob.ar/baobras/veredas-de-comuna-1;https://buenosaires.gob.ar/areas/hacienda/compras/consulta/popup_detalle.php?tipo=licitacion&idlicitacion=129244;;;
832;Veredas de comuna 15;Av. Lacroze: Reparación de veredas;Finalizada;Espacio Público;Ministerio de Espacio Público e Higiene Urbana;Obra compleja de 7 cuadras, entre A. Thomas-Av. Corrientes;29646379;15;Chacarita;LACROZE, FEDERICO AV. 3580;-34,581345;-58,451365;7/12/2017;6/3/2018;3;100;https://cdn2.buenosaires.gob.ar/baobras/editadas1/mayep_comuna15_reparaciondeverdaslacroze_foto1.jpg;https://cdn2.buenosaires.gob.ar/baobras/editadas1/mayep_comuna15_reparaciondeverdaslacroze_foto2.jpg;https://cdn2.buenosaires.gob.ar/baobras/editadas1/mayep_comuna15_reparaciondeverdaslacroze_foto3.jpg;https://cdn2.buenosaires.gob.ar/baobras/editadas1/mayep_comuna15_reparaciondeverdaslacrozeantes_foto4.jpg;Naku Construcciones S.R.L;2016;;;30575292174;;;;;;https://www.buenosaires.gob.ar/baobras/veredas-de-comuna-15;https://buenosaires.gob.ar/areas/hacienda/compras/consulta/popup_detalle.php?tipo=licitacion&idlicitacion=129244;;;
833;Veredas de comuna 2;Av. Santa Fe: Reparación de veredas;Finalizada;Espacio Público;Ministerio de Espacio Público e Higiene Urbana;Obra compleja de 8 cuadras, entre Callao-Pueyrredon;31570801;2;Recoleta;SANTA FE AV. 1997;-34,595674;-58,395959;15/9/2017;21/5/2018;8;100;https://cdn2.buenosaires.gob.ar/baobras/editadas1/mayep_comuna2_reparaciondeveredassantafe_foto1.jpg;https://cdn2.buenosaires.gob.ar/baobras/editadas1/mayep_comuna2_reparaciondeveredassantafeantes_foto2.jpg;https://cdn2.buenosaires.gob.ar/baobras/editadas1/mayep_comuna2_reparaciondeveredassantafe_foto4.jpg;;Miavasa S.A;2016;;;30677303863;;;;;;https://www.buenosaires.gob.ar/baobras/veredas-de-comuna-2;https://buenosaires.gob.ar/areas/hacienda/compras/consulta/popup_detalle.php?tipo=licitacion&idlicitacion=129244;;;
834;Veredas de comuna 12;Av. Triunvirato 1: Reparación de veredas;Finalizada;Espacio Público;Ministerio de Espacio Público e Higiene Urbana;Obra compleja de 7 cuadras, entre Monroe- La Pampa;25403204;12;Villa Urquiza;TRIUNVIRATO AV. 4355;-34,576906;-58,482151;17/11/2017;4/5/2018;6;100;https://cdn2.buenosaires.gob.ar/baobras/editadas1/mayep_comuna12_reparaciondeverdastriunvirato_%20foto1.jpg;https://cdn2.buenosaires.gob.ar/baobras/editadas1/mayep_comuna12_reparaciondeverdastriunvirato_%20foto2.jpg;https://cdn2.buenosaires.gob.ar/baobras/editadas1/mayep_comuna12_reparaciondeverdastriunviratoantes_%20foto3.jpg;;Altote S.A;2016;;;30707431896;;;;;;https://www.buenosaires.gob.ar/baobras/veredas-de-comuna-12;https://buenosaires.gob.ar/areas/hacienda/compras/consulta/popup_detalle.php?tipo=licitacion&idlicitacion=129244;;;
835;Veredas de comuna 12;Av. Triunvirato II: Reparación de veredas;Finalizada;Espacio Público;Ministerio de Espacio Público e Higiene Urbana;Obra compleja de 2 cuadra, entre Roosevelt- Dr. P. Rivera;7597179;12;Villa Urquiza;TRIUNVIRATO AV.4950;-34,5727;-58,48857;7/5/2018;31/8/2018;3;100;https://cdn2.buenosaires.gob.ar/baobras/editadas1/mayep_comuna12_reparaciondeverdastriunvirato2_foto1.jpg;https://cdn2.buenosaires.gob.ar/baobras/editadas1/mayep_comuna12_reparaciondeverdastriunvirato2_foto2.jpg;https://cdn2.buenosaires.gob.ar/baobras/editadas1/mayep_comuna12_reparaciondeverdastriunvirato2antes_foto3.jpg;;Altote S.A;2016;;;30707431896;;;;;;https://www.buenosaires.gob.ar/baobras/veredas-de-comuna-12;https://buenosaires.gob.ar/areas/hacienda/compras/consulta/popup_detalle.php?tipo=licitacion&idlicitacion=129244;;;
836;Veredas de comuna 5;Av. Medrano 1: Reparación de veredas;Finalizada;Espacio Público;Ministerio de Espacio Público e Higiene Urbana;Obra compleja de 4 cuadras, entre Humahuaca- Potosí?;11805446;5;Almagro;MEDRANO AV.455;-34,60455;-58,42122;4/6/2018;31/12/2018;6;100;https://cdn2.buenosaires.gob.ar/baobras/veredas/ssvp_reparaciondeveredas_triunvirato_foto6_antes.jpg;;;;SACH;2016;;;;;;;;;https://www.buenosaires.gob.ar/baobras/veredas-de-comuna-5;https://buenosaires.gob.ar/areas/hacienda/compras/consulta/popup_detalle.php?tipo=licitacion&idlicitacion=129244;;;
837;Veredas de comuna 2;Av. Callao II: Reparación de veredas;Finalizada;Espacio Público;Ministerio de Espacio Público e Higiene Urbana;Obra compleja de 3 cuadras, entre Córdoba- Santa Fe;11178115;2;Recoleta;CALLAO AV. 848;-34,59918;-58,39309;14/5/2018;30/9/2018;4;100;https://cdn2.buenosaires.gob.ar/baobras/editadas1/mayep_comuna2_reparaciondeverdascallao_foto1.jpg;https://cdn2.buenosaires.gob.ar/baobras/editadas1/mayep_comuna2_reparaciondeverdascallaoantes_foto2.jpg;;;Bosquimano S.A;2016;;;30711470022;;;;;;https://www.buenosaires.gob.ar/baobras/veredas-de-comuna-2;https://buenosaires.gob.ar/areas/hacienda/compras/consulta/popup_detalle.php?tipo=licitacion&idlicitacion=129244;;;
838;Veredas de comuna 9;Centro de Transbordo: Reparación de veredas;Finalizada;Espacio Público;Ministerio de Espacio Público e Higiene Urbana;Obra de reparación de veredas en el entorno del Centro de Transbordo de Liniers;11101211;9;Liniers;GORDILLO, TIMOTEO 21;-34,63911;-58,52257;29/5/2018;30/9/2018;4;100;https://cdn2.buenosaires.gob.ar/baobras/genericas/generica_espaciopublico.png;;;;Miavasa S.A;2016;;;30677303863;;;;;;https://www.buenosaires.gob.ar/baobras/veredas-de-comuna-9;https://buenosaires.gob.ar/areas/hacienda/compras/consulta/popup_detalle.php?tipo=licitacion&idlicitacion=129244;;;
839;Veredas de comuna 9;Montiel: Reparación de veredas;Finalizada;Espacio Público;Ministerio de Espacio Público e Higiene Urbana;Obra compleja de 2 cuadras, entre Ibarrola- Av. Rivadavia;9064458;9;Liniers;MONTIEL 185;-34,64133;-58,52632;8/3/2018;30/6/2018;3;100;https://cdn2.buenosaires.gob.ar/baobras/genericas/generica_espaciopublico.png;;;;Miavasa S.A;2016;;;30677303863;;;;;;https://www.buenosaires.gob.ar/baobras/veredas-de-comuna-9;https://buenosaires.gob.ar/areas/hacienda/compras/consulta/popup_detalle.php?tipo=licitacion&idlicitacion=129244;;;
